yearel,myoutcome,second,myoutcomenext,use,difshare,difgrp,mmyoutcomenext,mrunagain,mofficeexp,melectexp,mpmyoutcomenext,mprunagain,mpofficeexp,mpelectexp
1970,0,1,0,,-.021398306,195,,,,,,,,
1972,1,,0,1,.20382884,240,.8108108,.91891891,4.4864864,4.5675673,.81335008,.87540913,3.7039032,3.8791282
1972,0,1,0,,-.20382884,159,,,,,,,,
1974,1,,1,1,.27301988,254,.78260869,.86956519,3.9565217,4.130435,.8302536,.87872714,4.2151895,4.3621597
1974,0,1,0,,-.27301988,145,,,,,,,,
1974,0,,0,,-.63013172,73,,,,,,,,
1976,1,,1,1,.13660282,227,.84615386,.88461536,3.7692308,3.9807692,.77934843,.87153876,3.0634527,3.2680206
1976,0,1,0,,-.13660282,172,,,,,,,,
1976,0,,0,,-.56198114,87,,,,,,,,
1978,1,,1,1,.28395656,256,.82222223,.86666667,3.4000001,3.6222222,.83161044,.87910217,4.2751632,4.4183254
1978,0,1,0,,-.28395656,143,,,,,,,,
1980,1,,0,1,.18327269,236,.83333331,.87037039,3.4814816,3.5925925,.80530518,.87427485,3.5250316,3.708955
1980,0,1,0,,-.18327269,163,,,,,,,,
1980,0,,0,,-.58546925,82,,,,,,,,
1982,1,,1,,.038995296,207,,,,,,,,
1982,0,1,0,1,-.038995296,192,.03773585,.33962265,.90566039,1.0943396,.096875392,.33755949,.80641967,1.073629
1982,0,,0,,-.51101714,97,,,,,,,,
1984,1,,1,,.2796621,255,,,,,,,,
1984,0,1,0,1,-.2796621,144,0,.081632651,0,.06122449,.0038749315,.13526307,.063143007,.24245304
1986,1,,1,,.28350928,256,,,,,,,,
1986,0,1,0,1,-.28350928,143,0,.25641027,.051282052,.25641027,.0036897485,.13447531,.057565112,.23519635
1988,1,,1,,.33013913,266,,,,,,,,
1988,0,1,0,1,-.33013913,133,0,.13636364,0,.090909094,.0025472841,.1297875,.024155216,.19037887
1988,0,,0,,-.65839553,68,,,,,,,,
1990,1,,1,,.48740602,297,,,,,,,,
1990,0,1,0,1,-.48740602,102,0,0,0,.14285715,.00054248289,.12444877,.031745899,.2040038
1992,1,,1,,.44488871,288,,,,,,,,
1992,0,1,0,1,-.44488871,111,0,.13636364,0,.27272728,.0010574106,.12583917,.018557431,.18243621
1992,0,,0,,-.65703243,68,,,,,,,,
1992,0,,0,,-.68986672,62,,,,,,,,
1992,0,,0,,-.69254208,61,,,,,,,,
1994,1,,1,,.32379082,264,,,,,,,,
1994,0,1,0,1,-.32379082,135,0,.04255319,.021276595,.08510638,.0027151229,.13042766,.028555926,.19646546
1994,0,,0,,-.59250611,81,,,,,,,,
1996,1,,1,,.0069679916,201,,,,,,,,
1996,0,1,0,1,-.0069679916,198,.1627907,.48837209,.81395346,1.0930233,.13445753,.42159691,.9975844,1.2685958
1996,0,,0,,-.48173043,103,,,,,,,,
1998,1,,,,.1855408,237,,,,,,,,
1998,0,1,,,-.1855408,162,,,,,,,,
1998,0,,,,-.56306463,87,,,,,,,,
1998,0,,,,-.57727671,84,,,,,,,,
1946,1,,1,,.14725658,229,,,,,,,,
1946,0,1,0,1,-.14725658,170,.075471699,.2264151,.3018868,.49056605,.018767826,.18226156,.3191154,.54885036
1946,0,,0,,-.52290201,95,,,,,,,,
1946,0,,0,,-.55397153,89,,,,,,,,
1948,1,,1,,.004506737,200,,,,,,,,
1948,0,1,0,1,-.004506737,199,.22222222,.41666666,.77777779,1.0277778,.1404483,.437502,1.0314484,1.3026648
1948,0,,0,,-.4810161,103,,,,,,,,
1948,0,,0,,-.48552626,102,,,,,,,,
1950,1,,1,,.0084552765,201,,,,,,,,
1950,0,1,0,1,-.0084552765,198,.1627907,.48837209,.81395346,1.0930233,.13445753,.42159691,.9975844,1.2685958
1950,0,,0,,-.47618365,104,,,,,,,,
1950,0,,0,,-.49130794,101,,,,,,,,
1952,1,,1,,.10200942,220,,,,,,,,
1952,0,1,0,1,-.10200942,179,.02,.2,.28,.63999999,.038104519,.22474398,.48400071,.73212194
1952,0,,0,,-.54680204,90,,,,,,,,
1954,1,,1,,.020095199,204,,,,,,,,
1954,0,1,0,1,-.020095199,195,.049180329,.39344263,.95081967,1.2786885,.11596275,.37765014,.9006964,1.1703689
1956,1,,0,,.22900721,245,,,,,,,,
1956,0,1,0,1,-.22900721,154,0,.25581396,.069767445,.23255815,.0063754525,.14534442,.12951401,.32597172
1958,1,,1,1,.12075531,224,.77142859,.91428572,4.0857143,4.3428574,.76828068,.87065113,2.900142,3.1115191
1958,0,1,0,,-.12075531,175,,,,,,,,
1960,1,,0,1,.079506248,215,.7735849,.88679248,1.5660378,1.6415094,.72071993,.86791235,2.3247347,2.5585215
1960,0,1,0,,-.079506248,184,,,,,,,,
1962,1,,1,1,.054169774,210,.60869563,.9130435,2,2.0652175,.68490428,.86656767,1.97565,2.2220385
1962,0,1,0,,-.054169774,189,,,,,,,,
1964,1,,0,,.0010651052,200,,,,,,,,
1964,0,1,0,1,-.0010651052,199,.22222222,.41666666,.77777779,1.0277778,.1404483,.437502,1.0314484,1.3026648
1966,1,,1,1,.051541686,210,.60869563,.9130435,2,2.0652175,.68490428,.86656767,1.97565,2.2220385
1966,0,1,0,,-.051541686,189,,,,,,,,
1966,0,,0,,-.45979777,108,,,,,,,,
1968,1,,1,1,.13246194,226,.73170733,.82926828,2.3170731,2.4878049,.77585834,.87124503,3.0103211,3.217129
1968,0,1,0,,-.13246194,173,,,,,,,,
1970,1,,1,1,.18323681,236,.83333331,.87037039,3.4814816,3.5925925,.80530518,.87427485,3.5250316,3.708955
1970,0,1,0,,-.18323681,163,,,,,,,,
1972,1,,0,1,.18725112,237,.70731705,.80487806,3.8536584,4.0243902,.80754852,.87457287,3.5725398,3.7541974
1972,0,1,0,,-.18725112,162,,,,,,,,
1974,1,,1,,.0036169291,200,,,,,,,,
1974,0,1,0,1,-.0036169291,199,.22222222,.41666666,.77777779,1.0277778,.1404483,.437502,1.0314484,1.3026648
1976,1,,1,,.14753103,229,,,,,,,,
1976,0,1,0,1,-.14753103,170,.075471699,.2264151,.3018868,.49056605,.018767826,.18226156,.3191154,.54885036
1978,1,,1,,.25672698,251,,,,,,,,
1978,0,1,0,1,-.25672698,148,0,.046511628,.069767445,.53488374,.0046650469,.13858181,.086015813,.27175856
1978,0,,0,,-.58755118,82,,,,,,,,
1980,1,,0,,.36970302,273,,,,,,,,
1980,0,1,0,1,-.36970302,126,0,.11764706,0,.23529412,.0020057405,.12799534,.01391117,.17573461
1982,1,,1,,.024060786,204,,,,,,,,
1982,0,1,0,1,-.024060786,195,.049180329,.39344263,.95081967,1.2786885,.11596275,.37765014,.9006964,1.1703689
1982,0,,0,,-.48649549,102,,,,,,,,
1984,1,,0,,.27041221,254,,,,,,,,
1984,0,1,0,1,-.27041221,145,0,.12,.18000001,.40000001,.0040399465,.13596323,.068054385,.24880345
1986,1,,1,1,.094181508,218,.78431374,.88235295,3.0196078,3.1568627,.73888135,.86879593,2.5254352,2.751658
1986,0,1,0,,-.094181508,181,,,,,,,,
1986,0,,0,,-.50056934,99,,,,,,,,
1988,1,,0,1,.26435053,252,.8125,.84375,3.59375,3.875,.82865345,.87831962,4.1513143,4.3021908
1988,0,1,0,,-.26435053,147,,,,,,,,
1990,1,,1,1,.20393309,240,.8108108,.91891891,4.4864864,4.5675673,.81335008,.87540913,3.7039032,3.8791282
1990,0,1,0,,-.20393309,159,,,,,,,,
1992,1,,0,1,.30022463,260,.82926828,.87804878,3.7073171,3.7560976,.83362263,.87973034,4.3800545,4.5161591
1992,0,1,0,,-.30022463,139,,,,,,,,
1994,1,,0,,.037850857,207,,,,,,,,
1994,0,1,0,1,-.037850857,192,.03773585,.33962265,.90566039,1.0943396,.096875392,.33755949,.80641967,1.073629
1996,1,,1,1,.10630727,221,.77499998,.89999998,2.45,2.575,.75414258,.86968124,2.7108281,2.9298317
1996,0,1,0,,-.10630727,178,,,,,,,,
1998,1,,,,.24778044,249,,,,,,,,
1998,0,1,,,-.24778044,150,,,,,,,,
1998,0,,,,-.5620383,87,,,,,,,,
1964,1,,1,1,.24008295,248,.87878788,.93939394,4.4545455,4.6363635,.82475179,.87743843,4.0156021,4.174355
1964,0,1,0,,-.24008295,151,,,,,,,,
1966,1,,1,1,.13524222,227,.84615386,.88461536,3.7692308,3.9807692,.77934843,.87153876,3.0634527,3.2680206
1966,0,1,0,,-.13524222,172,,,,,,,,
1968,1,,1,1,.11411735,222,.71794873,.76923078,3.1794872,3.4358974,.75937617,.87002134,2.7786884,2.9949894
1968,0,1,0,,-.11411735,177,,,,,,,,
1970,1,,0,1,.28418636,256,.82222223,.86666667,3.4000001,3.6222222,.83161044,.87910217,4.2751632,4.4183254
1970,0,1,0,,-.28418636,143,,,,,,,,
1972,1,,1,,.087736368,217,,,,,,,,
1972,0,1,0,1,-.087736368,182,.023809524,.30952382,.78571427,.97619045,.047698446,.24357225,.5466879,.80003756
1974,1,,1,,.42738581,285,,,,,,,,
1974,0,1,0,1,-.42738581,114,0,.18181819,0,.13636364,.0012414439,.12622732,.015507226,.17775711
1976,1,,0,,.57455575,314,,,,,,,,
1976,0,1,0,1,-.57455575,85,0,.18181819,0,0,.000043275595,.12019192,.062241118,.26195335
1976,0,,0,,-.73873472,52,,,,,,,,
1978,1,,1,,.099678099,219,,,,,,,,
1978,0,1,0,1,-.099678099,180,.05882353,.19607843,1.0196079,1.3333334,.041222304,.23095377,.50523365,.75522101
1978,0,,0,,-.46177408,107,,,,,,,,
1978,0,,0,,-.497096,100,,,,,,,,
1978,0,,0,,-.49865636,100,,,,,,,,
1978,0,,0,,-.49911869,100,,,,,,,,
1978,0,,0,,-.50114137,99,,,,,,,,
1980,1,,1,,.57018435,314,,,,,,,,
1980,0,1,0,1,-.57018435,85,0,.18181819,0,0,.000043275595,.12019192,.062241118,.26195335
1982,1,,1,,.3330166,266,,,,,,,,
1982,0,1,0,1,-.3330166,133,0,.13636364,0,.090909094,.0025472841,.1297875,.024155216,.19037887
1984,1,,1,,.53129596,306,,,,,,,,
1984,0,1,0,1,-.53129596,93,0,.11111111,.77777779,.77777779,.00018634323,.1224959,.047920033,.23308517
1984,0,,0,,-.74057263,51,,,,,,,,
1986,1,,1,,.54659426,309,,,,,,,,
1986,0,1,0,1,-.54659426,90,0,.090909094,0,0,.00011186984,.12164591,.05372731,.24435507
1988,1,,1,,.32419279,264,,,,,,,,
1988,0,1,0,1,-.32419279,135,0,.04255319,.021276595,.08510638,.0027151229,.13042766,.028555926,.19646546
1990,1,,1,,.02057004,204,,,,,,,,
1990,0,1,0,1,-.02057004,195,.049180329,.39344263,.95081967,1.2786885,.11596275,.37765014,.9006964,1.1703689
1992,1,,0,,.07129094,214,,,,,,,,
1992,0,1,0,1,-.07129094,185,.06122449,.18367347,.6122449,.91836733,.060147043,.26719928,.61908001,.87746882
1992,0,,0,,-.40304202,119,,,,,,,,
1994,1,,1,1,.049454004,209,.72222221,.87037039,1.5,1.8703704,.6762889,.86630571,1.8988929,2.1479654
1994,0,1,0,,-.049454004,190,,,,,,,,
1994,0,,0,,-.36898917,126,,,,,,,,
1994,0,,0,,-.40969983,118,,,,,,,,
1996,1,,1,1,.47124714,294,.83870965,.83870965,5.2258062,5.3548388,.83281004,.87948781,4.7956157,4.8840837
1996,0,1,0,,-.47124714,105,,,,,,,,
1996,0,,0,,-.68680871,62,,,,,,,,
1998,1,,,,.52392173,304,,,,,,,,
1998,0,1,,,-.52392173,95,,,,,,,,
1946,1,,1,,.18298072,236,,,,,,,,
1946,0,1,0,1,-.18298072,163,.017857144,.089285716,.125,.26785713,.011294092,.16187473,.22230281,.43717453
1946,0,,0,,-.55800647,88,,,,,,,,
1948,1,,1,,.14357042,228,,,,,,,,
1948,0,1,0,1,-.14357042,171,.063829787,.27659574,.25531915,.44680852,.02033904,.18612295,.33586153,.56782043
1950,1,,1,,.3781344,275,,,,,,,,
1950,0,1,0,1,-.3781344,124,0,.10344828,0,0,.0018769852,.12764464,.012764055,.17398891
1952,1,,1,,.34480408,268,,,,,,,,
1952,0,1,0,1,-.34480408,131,0,.15789473,0,.15789473,.0023705922,.12915093,.020018881,.18457182
1952,0,,0,,-.66937613,66,,,,,,,,
1954,1,,1,,.1116617,222,,,,,,,,
1954,0,1,0,1,-.1116617,177,.01923077,.17307693,.55769229,.69230771,.032404345,.21307094,.4423925,.68655396
1956,1,,0,,.27607501,255,,,,,,,,
1956,0,1,0,1,-.27607501,144,0,.081632651,0,.06122449,.0038749315,.13526307,.063143007,.24245304
1956,0,,0,,-.63174146,73,,,,,,,,
1958,1,,1,,.1106061,222,,,,,,,,
1958,0,1,0,1,-.1106061,177,.01923077,.17307693,.55769229,.69230771,.032404345,.21307094,.4423925,.68655396
1958,0,,0,,-.54841006,90,,,,,,,,
1960,1,,1,,.37298647,274,,,,,,,,
1960,0,1,0,1,-.37298647,125,0,.22857143,0,.11428571,.0019445897,.12782505,.013293211,.17480305
1960,0,,0,,-.68139327,63,,,,,,,,
1962,1,,1,,.48730874,297,,,,,,,,
1962,0,1,0,1,-.48730874,102,0,0,0,.14285715,.00054248289,.12444877,.031745899,.2040038
1964,1,,1,,,,,,,,,,,
1966,1,,1,,,,,,,,,,,
1968,1,,1,,,,,,,,,,,
1970,1,,1,,,,,,,,,,,
1972,1,,1,,,,,,,,,,,
1974,1,,1,,.42279306,284,,,,,,,,
1974,0,1,0,1,-.42279306,115,0,.1875,.09375,.28125,.0013028039,.12635364,.014688049,.17653011
1976,1,,1,,.27554175,255,,,,,,,,
1976,0,1,0,1,-.27554175,144,0,.081632651,0,.06122449,.0038749315,.13526307,.063143007,.24245304
1978,1,,1,,,,,,,,,,,
1980,1,,1,,.49771154,299,,,,,,,,
1980,0,1,0,1,-.49771154,100,0,.052631579,0,0,.00043415051,.12402039,.03565285,.21075456
1982,1,,1,,,,,,,,,,,
1984,1,,1,,.45859078,291,,,,,,,,
1984,0,1,0,1,-.45859078,108,0,.1,.40000001,.75,.00087465544,.1254192,.022421952,.18855278
1986,1,,0,,.55600584,311,,,,,,,,
1986,0,1,0,1,-.55600584,88,0,0,0,0,.000082468541,.12116352,.05674082,.25041735
1988,1,,0,1,.65456378,330,.5,.66666669,5.75,5.75,.82684499,.8683548,4.5079689,4.5715256
1988,0,1,1,,-.65456378,69,,,,,,,,
1990,1,,0,,.55123246,310,,,,,,,,
1990,0,1,0,1,-.55123246,89,0,.5,.25,.5,.000093676586,.12136269,.055519518,.24794143
1992,1,,1,1,.080998629,216,.66666669,.87179488,2.025641,2.3076923,.72700787,.86819983,2.3920624,2.6233397
1992,0,1,0,,-.080998629,183,,,,,,,,
1992,0,,0,,-.48813319,102,,,,,,,,
1992,0,,0,,-.49884728,100,,,,,,,,
1992,0,,0,,-.50937051,98,,,,,,,,
1994,1,,1,,,,,,,,,,,
1996,1,,1,1,.054813027,210,.60869563,.9130435,2,2.0652175,.68490428,.86656767,1.97565,2.2220385
1996,0,1,0,,-.054813027,189,,,,,,,,
1998,1,,,,.43437421,286,,,,,,,,
1998,0,1,,,-.43437421,113,,,,,,,,
1946,1,,0,,.028353095,205,,,,,,,,
1946,0,1,1,1,-.028353095,194,.17073171,.39024389,1.195122,1.5609756,.10959982,.36383235,.8689518,1.1379284
1948,1,,1,1,.097341686,219,.80000001,.875,2.2249999,2.375,.74402672,.86907792,2.586005,2.809895
1948,0,1,0,,-.097341686,180,,,,,,,,
1950,1,,0,1,.092892379,218,.78431374,.88235295,3.0196078,3.1568627,.73888135,.86879593,2.5254352,2.751658
1950,0,1,0,,-.092892379,181,,,,,,,,
1952,1,,1,1,.038528919,207,.76595747,.91489363,1.6170213,1.9361702,.65920854,.8658421,1.7532227,2.0073102
1952,0,1,0,,-.038528919,192,,,,,,,,
1952,0,,0,,-.51546842,96,,,,,,,,
1954,1,,1,1,.1927211,238,.81578946,.86842108,2.9736843,3.1578948,.80951077,.87484437,3.6154876,3.7950702
1954,0,1,0,,-.1927211,161,,,,,,,,
1956,1,,1,1,.22443116,244,.7719298,.82456142,3.3157895,3.4385965,.81984031,.87648612,3.869988,4.0366759
1956,0,1,0,,-.22443116,155,,,,,,,,
1958,1,,1,,,,,,,,,,,
1960,1,,1,,,,,,,,,,,
1962,1,,1,1,.35581771,271,.79069769,.83720928,4.3488374,4.4186049,.83603591,.8808046,4.6066046,4.7246518
1962,0,1,0,,-.35581771,128,,,,,,,,
1964,1,,1,,,,,,,,,,,
1966,1,,1,,,,,,,,,,,
1968,1,,1,1,.47292235,294,.83870965,.83870965,5.2258062,5.3548388,.83281004,.87948781,4.7956157,4.8840837
1968,0,1,0,,-.47292235,105,,,,,,,,
1970,1,,1,,,,,,,,,,,
1972,1,,1,,,,,,,,,,,
1974,1,,1,,,,,,,,,,,
1976,1,,1,1,.49984655,299,.85714287,.88571429,5.2285714,5.3142858,.83158296,.87853694,4.7921391,4.8755856
1976,0,1,0,,-.49984655,100,,,,,,,,
1976,0,,0,,-.67097718,65,,,,,,,,
1978,1,,1,1,.45671237,291,.79310346,.86206895,4.8275862,4.8965516,.83350956,.87993503,4.7907248,4.8823757
1978,0,1,0,,-.45671237,108,,,,,,,,
1980,1,,1,1,.45671105,291,.79310346,.86206895,4.8275862,4.8965516,.83350956,.87993503,4.7907248,4.8823757
1980,0,1,0,,-.45671105,108,,,,,,,,
1980,0,,0,,-.55928302,88,,,,,,,,
1982,1,,1,1,.45263854,290,.78125,.8125,6.96875,7.03125,.8337335,.88006496,4.7879391,4.880682
1982,0,1,0,,-.45263854,109,,,,,,,,
1984,1,,1,1,.37394643,274,.80645162,.87096775,6.7741938,7.032258,.83607167,.88091636,4.6547589,4.768044
1984,0,1,0,,-.37394643,125,,,,,,,,
1986,1,,0,1,.31879321,263,.71428573,.74285716,4.3428574,4.3714285,.83470297,.88012642,4.4515443,4.5824676
1986,0,1,0,,-.31879321,136,,,,,,,,
1988,1,,1,1,.60509074,321,.71428573,.76190478,4.2857141,4.2857141,.82746434,.87194985,4.6290593,4.6965985
1988,0,1,0,,-.60509074,78,,,,,,,,
1990,1,,1,,,,,,,,,,,
1992,1,,1,1,.220348,244,.7719298,.82456142,3.3157895,3.4385965,.81984031,.87648612,3.869988,4.0366759
1992,0,1,0,,-.220348,155,,,,,,,,
1992,0,,0,,-.37353075,125,,,,,,,,
1994,1,,1,1,.22214445,244,.7719298,.82456142,3.3157895,3.4385965,.81984031,.87648612,3.869988,4.0366759
1994,0,1,0,,-.22214445,155,,,,,,,,
1994,0,,0,,-.53484905,93,,,,,,,,
1996,1,,1,1,.49787617,299,.85714287,.88571429,5.2285714,5.3142858,.83158296,.87853694,4.7921391,4.8755856
1996,0,1,0,,-.49787617,100,,,,,,,,
1996,0,,0,,-.6770429,64,,,,,,,,
1996,0,,0,,-.69490063,61,,,,,,,,
1998,1,,,,,,,,,,,,,
1946,1,,1,1,.2431328,248,.87878788,.93939394,4.4545455,4.6363635,.82475179,.87743843,4.0156021,4.174355
1946,0,1,0,,-.2431328,151,,,,,,,,
1948,1,,1,1,.47891927,295,.73913044,.82608694,4.652174,4.7391305,.83258134,.87932754,4.7960868,4.8835735
1948,0,1,0,,-.47891927,104,,,,,,,,
1950,1,,1,1,.43051913,286,.90196079,.92156863,4.8627453,4.9607844,.8345865,.88050121,4.7703891,4.8677864
1950,0,1,0,,-.43051913,113,,,,,,,,
1952,1,,1,1,.34912369,269,.78723407,.89361703,4.5319147,4.5957446,.83589482,.88069469,4.5743465,4.6953263
1952,0,1,0,,-.34912369,130,,,,,,,,
1952,0,,0,,-.67045742,65,,,,,,,,
1954,1,,1,,,,,,,,,,,
1956,1,,1,1,.41884872,283,.83333331,.83333331,4.5952382,4.7857141,.83514333,.88073164,4.7503238,4.8514576
1956,0,1,0,,-.41884872,116,,,,,,,,
1958,1,,1,,,,,,,,,,,
1960,1,,1,,,,,,,,,,,
1962,1,,1,1,.44705275,289,.80555558,.83333331,4.5555553,4.6111112,.83396304,.8801915,4.7843814,4.8782907
1962,0,1,0,,-.44705275,110,,,,,,,,
1964,1,,1,,,,,,,,,,,
1966,1,,1,1,.42071673,284,.81818181,.84848487,5.4848485,5.5454545,.83496755,.88066417,4.757688,4.857553
1966,0,1,0,,-.42071673,115,,,,,,,,
1968,1,,0,1,.20125955,240,.8108108,.91891891,4.4864864,4.5675673,.81335008,.87540913,3.7039032,3.8791282
1968,0,1,0,,-.20125955,159,,,,,,,,
1968,0,,0,,-.23356867,153,,,,,,,,
1970,1,,1,1,.01982978,203,.55555558,.84444445,1.8,2.1111112,.61731791,.86496389,1.4257348,1.6907386
1970,0,1,0,,-.01982978,196,,,,,,,,
1970,0,,0,,-.10992077,178,,,,,,,,
1972,1,,0,,,,,,,,,,,
1974,1,,1,1,.11094511,222,.71794873,.76923078,3.1794872,3.4358974,.75937617,.87002134,2.7786884,2.9949894
1974,0,1,0,,-.11094511,177,,,,,,,,
1974,0,,0,,-.37489793,125,,,,,,,,
1976,1,,1,,,,,,,,,,,
1978,1,,1,1,.5049181,300,.83999997,.88,4.6799998,4.7600002,.8313306,.87831092,4.7896185,4.8720908
1978,0,1,0,,-.5049181,99,,,,,,,,
1980,1,,1,1,.4461647,289,.80555558,.83333331,4.5555553,4.6111112,.83396304,.8801915,4.7843814,4.8782907
1980,0,1,0,,-.4461647,110,,,,,,,,
1982,1,,1,,,,,,,,,,,
1984,1,,1,1,.3482604,269,.78723407,.89361703,4.5319147,4.5957446,.83589482,.88069469,4.5743465,4.6953263
1984,0,1,0,,-.3482604,130,,,,,,,,
1986,1,,1,,,,,,,,,,,
1988,1,,1,,,,,,,,,,,
1990,1,,0,,,,,,,,,,,
1992,1,,1,,.060893655,212,,,,,,,,
1992,0,1,0,1,-.060893655,187,.10714286,.21428572,2.0535715,2.3392856,.069917142,.28555492,.67148286,.93291831
1992,0,,0,,-.46681055,106,,,,,,,,
1992,0,,0,,-.48812678,102,,,,,,,,
1994,1,,0,,.10440639,220,,,,,,,,
1994,0,1,0,1,-.10440639,179,.02,.2,.28,.63999999,.038104519,.22474398,.48400071,.73212194
1994,0,,0,,-.53538895,92,,,,,,,,
1996,1,,1,1,.076151103,215,.7735849,.88679248,1.5660378,1.6415094,.72071993,.86791235,2.3247347,2.5585215
1996,0,1,0,,-.076151103,184,,,,,,,,
1996,0,,0,,-.51822901,96,,,,,,,,
1998,1,,,,.15439442,230,,,,,,,,
1998,0,1,,,-.15439442,169,,,,,,,,
1998,0,,,,-.55448568,89,,,,,,,,
1946,1,,1,1,.0097911954,201,.6875,.91666669,1.8125,1.9791666,.59540683,.86462212,1.2675594,1.5376698
1946,0,1,0,,-.0097911954,198,,,,,,,,
1946,0,,0,,-.47493902,105,,,,,,,,
1948,1,,1,1,.18348038,236,.83333331,.87037039,3.4814816,3.5925925,.80530518,.87427485,3.5250316,3.708955
1948,0,1,0,,-.18348038,163,,,,,,,,
1950,1,,1,1,.14366761,228,.76923078,.82051283,3.6923077,3.8717949,.78296429,.87185836,3.1203203,3.3224623
1950,0,1,0,,-.14366761,171,,,,,,,,
1950,0,,0,,-.56454599,87,,,,,,,,
1952,1,,1,1,.093062997,218,.78431374,.88235295,3.0196078,3.1568627,.73888135,.86879593,2.5254352,2.751658
1952,0,1,0,,-.093062997,181,,,,,,,,
1952,0,,0,,-.53958404,92,,,,,,,,
1954,1,,1,1,.14263508,228,.76923078,.82051283,3.6923077,3.8717949,.78296429,.87185836,3.1203203,3.3224623
1954,0,1,0,,-.14263508,171,,,,,,,,
1956,1,,1,1,.18863082,237,.70731705,.80487806,3.8536584,4.0243902,.80754852,.87457287,3.5725398,3.7541974
1956,0,1,0,,-.18863082,162,,,,,,,,
1958,1,,1,1,.27576146,255,.90697676,.93023258,3.7441862,3.8372092,.83096814,.87892085,4.245985,4.3910184
1958,0,1,0,,-.27576146,144,,,,,,,,
1960,1,,1,1,.29052806,258,.8974359,.8974359,5.2564101,5.4102564,.83270544,.87943077,4.3291259,4.4687276
1960,0,1,0,,-.29052806,141,,,,,,,,
1962,1,,1,1,.80919266,361,.77777779,.77777779,5.4444447,5.4444447,.8270365,.85627288,3.993418,4.0518188
1962,0,1,0,,-.80919266,38,,,,,,,,
1964,1,,1,1,.43506423,287,.83333331,.8888889,4.5833335,4.75,.83438462,.8804065,4.7757015,4.8719091
1964,0,1,0,,-.43506423,112,,,,,,,,
1966,1,,1,,,,,,,,,,,
1968,1,,1,1,.21900344,243,.80000001,.80000001,3.0888889,3.2,.81830621,.87621546,3.8284721,3.9973412
1968,0,1,0,,-.21900344,156,,,,,,,,
1970,1,,0,1,.086604983,217,.64583331,.75,2.3541667,2.6666667,.73361057,.86852217,2.4651525,2.6936741
1970,0,1,0,,-.086604983,182,,,,,,,,
1972,1,,1,1,.04614222,209,.72222221,.87037039,1.5,1.8703704,.6762889,.86630571,1.8988929,2.1479654
1972,0,1,0,,-.04614222,190,,,,,,,,
1972,0,,0,,-.44159332,111,,,,,,,,
1974,1,,1,1,.16119823,232,.85365856,.9512195,2.8536584,3.1219511,.79522896,.87307674,3.3292677,3.5222282
1974,0,1,0,,-.16119823,167,,,,,,,,
1974,0,,0,,-.36425364,127,,,,,,,,
1976,1,,1,1,.041490704,208,.62903225,.80645162,1.8548387,2.032258,.66749591,.86605817,1.8228734,2.0745757
1976,0,1,0,,-.041490704,191,,,,,,,,
1978,1,,0,,,,,,,,,,,
1980,1,,1,1,.037960738,207,.76595747,.91489363,1.6170213,1.9361702,.65920854,.8658421,1.7532227,2.0073102
1980,0,1,0,,-.037960738,192,,,,,,,,
1982,1,,1,1,.19060048,238,.81578946,.86842108,2.9736843,3.1578948,.80951077,.87484437,3.6154876,3.7950702
1982,0,1,0,,-.19060048,161,,,,,,,,
1984,1,,1,1,.48399305,296,.82222223,.86666667,5.2222223,5.311111,.83229709,.87911785,4.7959352,4.8822355
1984,0,1,0,,-.48399305,103,,,,,,,,
1986,1,,1,1,.77708864,355,.625,.75,3.875,4.125,.82722223,.85824805,4.0981679,4.1568036
1986,0,1,0,,-.77708864,44,,,,,,,,
1988,1,,1,1,.40626371,281,.91666669,.91666669,4.9444447,5.0277777,.83545291,.88083625,4.7339211,4.8376012
1988,0,1,0,,-.40626371,118,,,,,,,,
1990,1,,1,1,.31069258,262,.70588237,.82352942,4.1764708,4.2352943,.83442134,.8800171,4.4311776,4.5636134
1990,0,1,0,,-.31069258,137,,,,,,,,
1992,1,,1,1,.41505757,283,.83333331,.83333331,4.5952382,4.7857141,.83514333,.88073164,4.7503238,4.8514576
1992,0,1,0,,-.41505757,116,,,,,,,,
1992,0,,0,,-.62633407,74,,,,,,,,
1992,0,,0,,-.66663951,66,,,,,,,,
1994,1,,1,,,,,,,,,,,
1996,1,,1,1,.43323004,286,.90196079,.92156863,4.8627453,4.9607844,.8345865,.88050121,4.7703891,4.8677864
1996,0,1,0,,-.43323004,113,,,,,,,,
1998,1,,,,,,,,,,,,,
1946,1,,1,,.43557566,287,,,,,,,,
1946,0,1,0,1,-.43557566,112,0,.07692308,0,.15384616,.0011221591,.12597823,.017386889,.18062295
1946,0,,0,,-.71248788,57,,,,,,,,
1948,1,,1,,,,,,,,,,,
1950,1,,1,,.5224961,304,,,,,,,,
1950,0,1,0,1,-.5224961,95,0,.14285715,0,.071428575,.00024557312,.12297709,.044320449,.22634073
1952,1,,1,,.52194506,304,,,,,,,,
1952,0,1,0,1,-.52194506,95,0,.14285715,0,.071428575,.00024557312,.12297709,.044320449,.22634073
1952,0,,0,,-.75429642,49,,,,,,,,
1954,1,,1,,,,,,,,,,,
1956,1,,1,,.46563753,293,,,,,,,,
1956,0,1,0,1,-.46563753,106,0,0,0,.1,.00075582694,.12511276,.025384359,.19336015
1958,1,,0,,.3203654,264,,,,,,,,
